vicidgeo,lat,long
0,52.71875,-121.84375
0,52.71875,-121.78125
0,52.71875,-121.71875
0,52.71875,-121.65625
0,52.71875,-121.59375
0,52.71875,-121.53125
0,52.71875,-121.46875
0,52.71875,-121.40625
0,52.71875,-121.34375
0,52.71875,-121.28125
0,52.71875,-121.21875
0,52.71875,-121.15625
0,52.71875,-121.09375
0,52.71875,-121.03125
0,52.71875,-120.96875
0,52.71875,-120.90625
0,52.71875,-120.84375
0,52.71875,-120.78125
0,52.71875,-120.71875
0,52.71875,-120.65625
0,52.71875,-120.59375
0,52.71875,-120.53125
0,52.71875,-120.46875
0,52.71875,-120.40625
0,52.71875,-120.34375
0,52.71875,-120.28125
0,52.71875,-120.21875
0,52.71875,-120.15625
0,52.71875,-120.09375
0,52.71875,-120.03125
0,52.71875,-119.96875
0,52.71875,-119.90625
0,52.71875,-119.84375
0,52.71875,-119.78125
0,52.71875,-119.71875
411190,52.71875,-119.65625
411191,52.71875,-119.59375
411192,52.71875,-119.53125
411193,52.71875,-119.46875
411194,52.71875,-119.40625
411195,52.71875,-119.34375
411196,52.71875,-119.28125
411197,52.71875,-119.21875
411198,52.71875,-119.15625
411199,52.71875,-119.09375
411200,52.71875,-119.03125
411201,52.71875,-118.96875
411202,52.71875,-118.90625
411203,52.71875,-118.84375
411204,52.71875,-118.78125
0,52.71875,-118.71875
0,52.71875,-118.65625
0,52.71875,-118.59375
0,52.71875,-118.53125
0,52.71875,-118.46875
0,52.71875,-118.40625
0,52.71875,-118.34375
0,52.71875,-118.28125
0,52.71875,-118.21875
0,52.71875,-118.15625
0,52.71875,-118.09375
0,52.71875,-118.03125
0,52.71875,-117.96875
0,52.71875,-117.90625
0,52.71875,-117.84375
0,52.71875,-117.78125
0,52.71875,-117.71875
0,52.71875,-117.65625
0,52.71875,-117.59375
0,52.71875,-117.53125
0,52.71875,-117.46875
0,52.71875,-117.40625
0,52.71875,-117.34375
0,52.71875,-117.28125
0,52.71875,-117.21875
0,52.71875,-117.15625
0,52.71875,-117.09375
0,52.71875,-117.03125
0,52.71875,-116.96875
0,52.71875,-116.90625
0,52.71875,-116.84375
0,52.71875,-116.78125
0,52.71875,-116.71875
0,52.71875,-116.65625
0,52.71875,-116.59375
0,52.71875,-116.53125
0,52.71875,-116.46875
0,52.71875,-116.40625
0,52.71875,-116.34375
0,52.71875,-116.28125
0,52.71875,-116.21875
0,52.71875,-116.15625
0,52.71875,-116.09375
0,52.71875,-116.03125
0,52.71875,-115.96875
0,52.71875,-115.90625
0,52.71875,-115.84375
0,52.71875,-115.78125
0,52.71875,-115.71875
0,52.71875,-115.65625
0,52.71875,-115.59375
0,52.71875,-115.53125
0,52.71875,-115.46875
0,52.71875,-115.40625
0,52.71875,-115.34375
0,52.71875,-115.28125
0,52.71875,-115.21875
0,52.71875,-115.15625
0,52.71875,-115.09375
0,52.71875,-115.03125
0,52.71875,-114.96875
0,52.71875,-114.90625
0,52.71875,-114.84375
0,52.71875,-114.78125
0,52.71875,-114.71875
0,52.71875,-114.65625
0,52.71875,-114.59375
0,52.71875,-114.53125
0,52.71875,-114.46875
0,52.71875,-114.40625
0,52.71875,-114.34375
0,52.71875,-114.28125
0,52.71875,-114.21875
0,52.71875,-114.15625
0,52.71875,-114.09375
0,52.71875,-114.03125
0,52.71875,-113.96875
0,52.71875,-113.90625
0,52.71875,-113.84375
0,52.71875,-113.78125
0,52.71875,-113.71875
0,52.71875,-113.65625
0,52.71875,-113.59375
0,52.71875,-113.53125
0,52.71875,-113.46875
0,52.71875,-113.40625
0,52.71875,-113.34375
0,52.71875,-113.28125
0,52.71875,-113.21875
0,52.71875,-113.15625
0,52.71875,-113.09375
0,52.71875,-113.03125
0,52.71875,-112.96875
0,52.71875,-112.90625
0,52.71875,-112.84375
0,52.71875,-112.78125
0,52.71875,-112.71875
0,52.71875,-112.65625
0,52.71875,-112.59375
0,52.71875,-112.53125
0,52.71875,-112.46875
0,52.71875,-112.40625
0,52.71875,-112.34375
0,52.71875,-112.28125
0,52.71875,-112.21875
0,52.71875,-112.15625
0,52.71875,-112.09375
0,52.71875,-112.03125
0,52.71875,-111.96875
0,52.71875,-111.90625
0,52.71875,-111.84375
0,52.71875,-111.78125
0,52.71875,-111.71875
0,52.71875,-111.65625
0,52.71875,-111.59375
0,52.71875,-111.53125
0,52.71875,-111.46875
0,52.71875,-111.40625
0,52.71875,-111.34375
0,52.71875,-111.28125
0,52.71875,-111.21875
0,52.71875,-111.15625
0,52.71875,-111.09375
0,52.71875,-111.03125
0,52.71875,-110.96875
0,52.71875,-110.90625
0,52.71875,-110.84375
0,52.71875,-110.78125
0,52.71875,-110.71875
0,52.71875,-110.65625
0,52.71875,-110.59375
0,52.71875,-110.53125
0,52.71875,-110.46875
0,52.71875,-110.40625
0,52.71875,-110.34375
0,52.71875,-110.28125
0,52.71875,-110.21875
0,52.71875,-110.15625
0,52.71875,-110.09375
0,52.71875,-110.03125
0,52.65625,-124.59375
0,52.65625,-124.53125
0,52.65625,-124.46875
0,52.65625,-124.40625
0,52.65625,-124.34375
0,52.65625,-124.28125
0,52.65625,-124.21875
0,52.65625,-124.15625
0,52.65625,-124.09375
0,52.65625,-124.03125
0,52.65625,-123.96875
0,52.65625,-123.90625
0,52.65625,-123.84375
0,52.65625,-123.78125
0,52.65625,-123.71875
0,52.65625,-123.65625
0,52.65625,-123.59375
0,52.65625,-123.53125
0,52.65625,-123.46875
0,52.65625,-123.40625
0,52.65625,-123.34375
0,52.65625,-123.28125
0,52.65625,-123.21875
0,52.65625,-123.15625
0,52.65625,-123.09375
0,52.65625,-123.03125
0,52.65625,-122.96875
0,52.65625,-122.90625
0,52.65625,-122.84375
0,52.65625,-122.78125
0,52.65625,-122.71875
0,52.65625,-122.65625
0,52.65625,-122.59375
0,52.65625,-122.53125
0,52.65625,-122.46875
0,52.65625,-122.40625
0,52.65625,-122.34375
0,52.65625,-122.28125
0,52.65625,-122.21875
0,52.65625,-122.15625
0,52.65625,-122.09375
0,52.65625,-122.03125
0,52.65625,-121.96875
0,52.65625,-121.90625
0,52.65625,-121.84375
0,52.65625,-121.78125
0,52.65625,-121.71875
0,52.65625,-121.65625
0,52.65625,-121.59375
0,52.65625,-121.53125
0,52.65625,-121.46875
0,52.65625,-121.40625
0,52.65625,-121.34375
0,52.65625,-121.28125
0,52.65625,-121.21875
0,52.65625,-121.15625
0,52.65625,-121.09375
0,52.65625,-121.03125
0,52.65625,-120.96875
0,52.65625,-120.90625
0,52.65625,-120.84375
0,52.65625,-120.78125
0,52.65625,-120.71875
0,52.65625,-120.65625
0,52.65625,-120.59375
0,52.65625,-120.53125
0,52.65625,-120.46875
0,52.65625,-120.40625
0,52.65625,-120.34375
0,52.65625,-120.28125
0,52.65625,-120.21875
0,52.65625,-120.15625
0,52.65625,-120.09375
0,52.65625,-120.03125
0,52.65625,-119.96875
0,52.65625,-119.90625
0,52.65625,-119.84375
0,52.65625,-119.78125
0,52.65625,-119.71875
0,52.65625,-119.65625
0,52.65625,-119.59375
410264,52.65625,-119.53125
410265,52.65625,-119.46875
410266,52.65625,-119.40625
410267,52.65625,-119.34375
410268,52.65625,-119.28125
410269,52.65625,-119.21875
410270,52.65625,-119.15625
410271,52.65625,-119.09375
410272,52.65625,-119.03125
410273,52.65625,-118.96875
410274,52.65625,-118.90625
410275,52.65625,-118.84375
410276,52.65625,-118.78125
410277,52.65625,-118.71875
410278,52.65625,-118.65625
410279,52.65625,-118.59375
410280,52.65625,-118.53125
0,52.65625,-118.46875
0,52.65625,-118.40625
0,52.65625,-118.34375
0,52.65625,-118.28125
0,52.65625,-118.21875
0,52.65625,-118.15625
0,52.65625,-118.09375
0,52.65625,-118.03125
0,52.65625,-117.96875
0,52.65625,-117.90625
0,52.65625,-117.84375
0,52.65625,-117.78125
0,52.65625,-117.71875
0,52.65625,-117.65625
0,52.65625,-117.59375
0,52.65625,-117.53125
0,52.65625,-117.46875
0,52.65625,-117.40625
0,52.65625,-117.34375
0,52.65625,-117.28125
0,52.65625,-117.21875
0,52.65625,-117.15625
0,52.65625,-117.09375
0,52.65625,-117.03125
0,52.65625,-116.96875
0,52.65625,-116.90625
0,52.65625,-116.84375
0,52.65625,-116.78125
0,52.65625,-116.71875
0,52.65625,-116.65625
0,52.65625,-116.59375
0,52.65625,-116.53125
0,52.65625,-116.46875
0,52.65625,-116.40625
0,52.65625,-116.34375
0,52.65625,-116.28125
0,52.65625,-116.21875
0,52.65625,-116.15625
0,52.65625,-116.09375
0,52.65625,-116.03125
0,52.65625,-115.96875
0,52.65625,-115.90625
0,52.65625,-115.84375
0,52.65625,-115.78125
0,52.65625,-115.71875
0,52.65625,-115.65625
0,52.65625,-115.59375
0,52.65625,-115.53125
0,52.65625,-115.46875
0,52.65625,-115.40625
0,52.65625,-115.34375
0,52.65625,-115.28125
0,52.65625,-115.21875
0,52.65625,-115.15625
0,52.65625,-115.09375
0,52.65625,-115.03125
0,52.65625,-114.96875
0,52.65625,-114.90625
0,52.65625,-114.84375
0,52.65625,-114.78125
0,52.65625,-114.71875
0,52.65625,-114.65625
0,52.65625,-114.59375
0,52.65625,-114.53125
0,52.65625,-114.46875
0,52.65625,-114.40625
0,52.65625,-114.34375
0,52.65625,-114.28125
0,52.65625,-114.21875
0,52.65625,-114.15625
0,52.65625,-114.09375
0,52.65625,-114.03125
0,52.65625,-113.96875
0,52.65625,-113.90625
0,52.65625,-113.84375
0,52.65625,-113.78125
0,52.65625,-113.71875
0,52.65625,-113.65625
0,52.65625,-113.59375
0,52.65625,-113.53125
0,52.65625,-113.46875
0,52.65625,-113.40625
0,52.65625,-113.34375
0,52.65625,-113.28125
0,52.65625,-113.21875
0,52.65625,-113.15625
0,52.65625,-113.09375
0,52.65625,-113.03125
0,52.65625,-112.96875
0,52.65625,-112.90625
0,52.65625,-112.84375
0,52.65625,-112.78125
0,52.65625,-112.71875
0,52.65625,-112.65625
0,52.65625,-112.59375
0,52.65625,-112.53125
0,52.65625,-112.46875
0,52.65625,-112.40625
0,52.65625,-112.34375
0,52.65625,-112.28125
0,52.65625,-112.21875
0,52.65625,-112.15625
0,52.65625,-112.09375
0,52.65625,-112.03125
0,52.65625,-111.96875
0,52.65625,-111.90625
0,52.65625,-111.84375
0,52.65625,-111.78125
0,52.65625,-111.71875
0,52.65625,-111.65625
0,52.65625,-111.59375
0,52.65625,-111.53125
0,52.65625,-111.46875
0,52.65625,-111.40625
0,52.65625,-111.34375
0,52.65625,-111.28125
0,52.65625,-111.21875
0,52.65625,-111.15625
0,52.65625,-111.09375
0,52.65625,-111.03125
0,52.65625,-110.96875
0,52.65625,-110.90625
0,52.65625,-110.84375
0,52.65625,-110.78125
0,52.65625,-110.71875
0,52.65625,-110.65625
0,52.65625,-110.59375
0,52.65625,-110.53125
0,52.65625,-110.46875
0,52.65625,-110.40625
0,52.65625,-110.34375
0,52.65625,-110.28125
0,52.65625,-110.21875
0,52.65625,-110.15625
0,52.65625,-110.09375
0,52.65625,-110.03125
0,52.59375,-124.59375
0,52.59375,-124.53125
0,52.59375,-124.46875
0,52.59375,-124.40625
0,52.59375,-124.34375
0,52.59375,-124.28125
0,52.59375,-124.21875
0,52.59375,-124.15625
0,52.59375,-124.09375
0,52.59375,-124.03125
0,52.59375,-123.96875
0,52.59375,-123.90625
0,52.59375,-123.84375
0,52.59375,-123.78125
0,52.59375,-123.71875
0,52.59375,-123.65625
0,52.59375,-123.59375
0,52.59375,-123.53125
0,52.59375,-123.46875
0,52.59375,-123.40625
0,52.59375,-123.34375
0,52.59375,-123.28125
0,52.59375,-123.21875
0,52.59375,-123.15625
0,52.59375,-123.09375
0,52.59375,-123.03125
0,52.59375,-122.96875
0,52.59375,-122.90625
0,52.59375,-122.84375
0,52.59375,-122.78125
0,52.59375,-122.71875
0,52.59375,-122.65625
0,52.59375,-122.59375
0,52.59375,-122.53125
0,52.59375,-122.46875
0,52.59375,-122.40625
0,52.59375,-122.34375
0,52.59375,-122.28125
0,52.59375,-122.21875
0,52.59375,-122.15625
0,52.59375,-122.09375
0,52.59375,-122.03125
0,52.59375,-121.96875
0,52.59375,-121.90625
0,52.59375,-121.84375
0,52.59375,-121.78125
0,52.59375,-121.71875
0,52.59375,-121.65625
0,52.59375,-121.59375
0,52.59375,-121.53125
0,52.59375,-121.46875
0,52.59375,-121.40625
0,52.59375,-121.34375
0,52.59375,-121.28125
0,52.59375,-121.21875
0,52.59375,-121.15625
0,52.59375,-121.09375
0,52.59375,-121.03125
0,52.59375,-120.96875
0,52.59375,-120.90625
0,52.59375,-120.84375
0,52.59375,-120.78125
0,52.59375,-120.71875
0,52.59375,-120.65625
0,52.59375,-120.59375
0,52.59375,-120.53125
0,52.59375,-120.46875
0,52.59375,-120.40625
0,52.59375,-120.34375
0,52.59375,-120.28125
0,52.59375,-120.21875
0,52.59375,-120.15625
0,52.59375,-120.09375
0,52.59375,-120.03125
0,52.59375,-119.96875
0,52.59375,-119.90625
0,52.59375,-119.84375
0,52.59375,-119.78125
0,52.59375,-119.71875
0,52.59375,-119.65625
0,52.59375,-119.59375
0,52.59375,-119.53125
0,52.59375,-119.46875
0,52.59375,-119.40625
0,52.59375,-119.34375
0,52.59375,-119.28125
0,52.59375,-119.21875
409342,52.59375,-119.15625
0,52.59375,-119.09375
0,52.59375,-119.03125
409345,52.59375,-118.96875
409346,52.59375,-118.90625
409347,52.59375,-118.84375
409348,52.59375,-118.78125
409349,52.59375,-118.71875
409350,52.59375,-118.65625
409351,52.59375,-118.59375
0,52.59375,-118.53125
0,52.59375,-118.46875
0,52.59375,-118.40625
0,52.59375,-118.34375
0,52.59375,-118.28125
0,52.59375,-118.21875
0,52.59375,-118.15625
0,52.59375,-118.09375
0,52.59375,-118.03125
0,52.59375,-117.96875
0,52.59375,-117.90625
0,52.59375,-117.84375
0,52.59375,-117.78125
0,52.59375,-117.71875
0,52.59375,-117.65625
0,52.59375,-117.59375
0,52.59375,-117.53125
0,52.59375,-117.46875
0,52.59375,-117.40625
0,52.59375,-117.34375
0,52.59375,-117.28125
0,52.59375,-117.21875
0,52.59375,-117.15625
0,52.59375,-117.09375
0,52.59375,-117.03125
0,52.59375,-116.96875
0,52.59375,-116.90625
0,52.59375,-116.84375
0,52.59375,-116.78125
0,52.59375,-116.71875
0,52.59375,-116.65625
0,52.59375,-116.59375
0,52.59375,-116.53125
0,52.59375,-116.46875
0,52.59375,-116.40625
0,52.59375,-116.34375
0,52.59375,-116.28125
