,county,irrig07,irrig12,irrHarv07,irrHarv12,cropland07,cropland12,pasture07,pasture12,irrig12_a,,irrigRatio12,Irrigated Crop Intensity
1604,Montana\Custer,31352,30315,27587,29068,186726,139279,3765,1247,29068,29068,0.208703394,1
1790,New Jersey\Ocean,1090,658,1071,606,4423,2921,19,52,606,606,0.207463198,1
425,Georgia\Evans,2802,3038,2527,0,23428,14663,275,0,3038,3038,0.207188161,0
2602,Texas\Donley,16851,14939,15293,14049,83727,67970,1558,890,14049,14049,0.20669413,1
549,Idaho\Camas,16547,20384,12683,17070,81416,82688,3864,3314,17070,17070,0.206438661,1
2936,Washington,1735917,1633571,1589538,1550138,7609210,7526742,146379,83433,1550138,1550138,0.205950729,1
2723,Texas\Pecos,17255,13918,14809,13081,101383,63668,2446,837,13081,13081,0.20545643,1
1704,Nebraska\Keya Paha,18124,20138,0,20024,101405,98043,0,114,20024,20024,0.204236916,1
2791,Texas\Zavala,26117,29384,18743,19555,101534,95980,7374,9829,19555,19555,0.203740363,1
1116,Louisiana\Cameron,12112,11513,6006,11263,55369,55311,6106,250,11263,11263,0.203630381,1
340,Florida\Levy,14488,13661,11996,12167,73176,59835,2492,1494,12167,12167,0.203342525,1
844,Iowa\Monona,65738,61125,0,61125,346530,300638,0,0,61125,61125,0.203317611,1
2671,Texas\Kimble,2477,8506,2139,3153,35921,15535,338,5353,3153,3153,0.202961056,1
1117,Louisiana\Catahoula,22183,33695,22066,0,172809,166155,117,0,33695,33695,0.202792573,0
755,Indiana\St. Joseph,25010,27580,24988,27561,163596,136304,22,19,27561,27561,0.20220243,1
322,Florida\Gadsden,2209,2650,2171,2607,15152,13068,38,43,2607,2607,0.199494949,1
1698,Nebraska\Hooker,2995,3124,0,0,22059,15667,0,0,3124,3124,0.199400013,0
2252,Oregon\Yamhill,26783,22064,24864,21611,114829,108527,1919,453,21611,21611,0.19913017,1
318,Florida\Duval,2024,1115,1947,1099,5680,5546,77,16,1099,1099,0.198160837,1
225,Colorado,2867957,2516785,2296765,2110131,11483936,10649747,571192,406654,2110131,2110131,0.198139073,1
1657,Nebraska\Blaine,13650,6977,12981,6445,43211,32578,669,532,6445,6445,0.197832893,1
2489,Tennessee\Lake,5494,15447,5494,15447,81149,78116,0,0,15447,15447,0.19774438,1
1939,North Carolina\Henderson,1818,3431,0,3420,18956,17363,0,11,3420,3420,0.19697057,1
950,Kansas\Pawnee,61632,78490,0,0,380858,398498,0,0,78490,78490,0.196964602,0
971,Kansas\Stanton,84366,76651,0,0,358273,390581,0,0,76651,76651,0.196248665,0
2243,Oregon\Polk,16651,20432,15538,19809,120116,101014,1113,623,19809,19809,0.19610153,1
274,Colorado\Phillips,63734,72945,63254,72656,355613,370779,480,289,72656,72656,0.195955003,1
564,Idaho\Kootenai,11035,13778,9987,12569,71166,64318,1048,1209,12569,12569,0.195419634,1
2332,South Carolina\Bamberg,5486,7428,5074,7121,53888,36568,412,307,7121,7121,0.1947331,1
1706,Nebraska\Knox,51751,63949,50631,63398,273593,326636,1120,551,63398,63398,0.194093731,1
3119,Wyoming\Niobrara,12311,14572,10036,0,52784,75354,2275,0,14572,14572,0.193380577,0
2768,Texas\Upton,7286,8876,0,0,31974,46082,0,0,8876,8876,0.192613168,0
979,Kansas\Wichita,50851,67539,0,0,398212,351176,0,0,67539,67539,0.192322368,0
1775,New Jersey,95277,88376,94121,87770,488697,456751,1156,606,87770,87770,0.192161594,1
1286,Michigan\Muskegon,9774,9451,9580,9397,58144,48974,194,54,9397,9397,0.191877323,1
2961,Washington\Pacific,2299,2487,2170,0,15042,12962,129,0,2487,2487,0.191868539,0
1777,New Jersey\Bergen,196,94,173,94,561,494,23,0,94,94,0.190283401,1
292,Connecticut\Hartford,5671,4948,5630,4878,29617,25679,41,70,4878,4878,0.189960668,1
373,Georgia\Atkinson,5617,6606,5094,0,28398,35131,523,0,6606,6606,0.188039054,0
2624,Texas\Glasscock,29514,25291,29395,0,126695,134675,119,0,25291,25291,0.187792835,0
522,Georgia\Wayne,4614,6630,4570,6630,24064,35555,44,0,6630,6630,0.186471664,1
143,Arkansas\Perry,5367,4704,0,0,32979,25432,0,0,4704,4704,0.184963825,0
105,Arkansas\Conway,11390,14767,11030,14115,88494,76375,360,652,14115,14115,0.184811784,1
2698,Texas\Matagorda,35771,32672,32534,0,234688,177001,3237,0,32672,32672,0.184586528,0
1114,Louisiana\Calcasieu,11898,15847,10721,15847,125156,85902,1177,0,15847,15847,0.184477661,1
2544,Texas\Atascosa,22644,26658,16618,19806,139080,108097,6026,6852,19806,19806,0.183224326,1
2596,Texas\Deaf Smith,131633,119924,118208,111097,524237,606733,13425,8827,111097,111097,0.183106902,1
572,Idaho\Oneida,38260,34108,35018,32045,204325,175718,3242,2063,32045,32045,0.182366064,1
284,Colorado\Sedgwick,40040,38108,39366,37691,196399,207162,674,417,37691,37691,0.181939738,1
521,Georgia\Washington,2267,7793,0,7778,39763,42768,0,15,7778,7778,0.181864946,1
2763,Texas\Tom Green,33738,31096,32651,30581,227958,168243,1087,515,30581,30581,0.181766849,1
2570,Texas\Carson,41517,49439,40741,48997,330985,269801,776,442,48997,48997,0.181604219,1
956,Kansas\Republic,43123,46533,0,0,282884,258537,0,0,46533,46533,0.179985843,0
704,Indiana\Elkhart,22028,25521,21867,25184,141649,140172,161,337,25184,25184,0.179664983,1
2246,Oregon\Umatilla,142301,147844,125833,137763,804065,769670,16468,10081,137763,137763,0.178989697,1
1279,Michigan\Mecosta,8676,14398,8671,14252,76661,79735,5,146,14252,14252,0.178742083,1
315,Florida\Columbia,2693,6070,2301,5936,30037,33356,392,134,5936,5936,0.177958988,1
2735,Texas\Robertson,21541,19679,20918,19053,117435,107891,623,626,19053,19053,0.176594897,1
2967,Washington\Snohomish,5474,5331,5076,5134,37039,29082,398,197,5134,5134,0.176535314,1
2236,Oregon\Lane,22404,19311,19000,17649,116370,100025,3404,1662,17649,17649,0.176445889,1
334,Florida\Jackson,20275,21508,19062,20649,144046,117569,1213,859,20649,20649,0.175633033,1
264,Colorado\Logan,100278,94002,95236,90050,603016,516021,5042,3952,90050,90050,0.174508402,1
968,Kansas\Sherman,103163,86954,0,86954,529976,498656,0,0,86954,86954,0.174376725,1
304,Florida\Alachua,13387,10708,12870,10231,65636,58746,517,477,10231,10231,0.174156538,1
2685,Texas\Lipscomb,19418,23341,16574,20544,126954,118399,2844,2797,20544,20544,0.173514979,1
495,Georgia\Screven,13568,17893,13327,17809,92017,103009,241,84,17809,17809,0.172887806,1
728,Indiana\LaGrange,24723,25553,24499,25303,127142,147420,224,250,25303,25303,0.171638855,1
2756,Texas\Swisher,83842,65328,77750,60229,380099,351061,6092,5099,60229,60229,0.171562777,1
1649,Montana\Wheatland,20753,21671,18159,21332,151351,124394,2594,339,21332,21332,0.171487371,1
2660,Texas\Jefferson,16896,22387,15038,19313,153620,112735,1858,3074,19313,19313,0.171313257,1
2970,Washington\Thurston,6907,5309,5459,3944,26283,23071,1448,1365,3944,3944,0.170950544,1
1221,Massachusetts\Norfolk,273,582,269,582,3292,3405,4,0,582,582,0.17092511,1
2778,Texas\Wharton,61717,71598,60125,66819,376001,391633,1592,4779,66819,66819,0.170616368,1
436,Georgia\Grady,8028,9230,7571,0,56411,54392,457,0,9230,9230,0.169694073,0
1645,Montana\Teton,111289,114794,93730,93054,600923,548912,17559,21740,93054,93054,0.169524441,1
458,Georgia\Laurens,6408,10275,6275,0,55331,60709,133,0,10275,10275,0.169250029,0
2953,Washington\King,3339,4122,2236,3306,17963,19654,1103,816,3306,3306,0.168210034,1
1626,Montana\Mineral,1342,862,533,678,4809,4032,809,184,678,678,0.168154762,1
2690,Texas\Lynn,73650,71599,72339,68148,408772,406655,1311,3451,68148,68148,0.167581857,1
1672,Nebraska\Cuming,51158,52445,50761,52377,305090,312599,397,68,52377,52377,0.167553319,1
2330,South Carolina\Allendale,6584,6548,6371,0,49090,39097,213,0,6548,6548,0.167480881,0
3116,Wyoming\Laramie,52990,59277,50834,56624,345564,338148,2156,2653,56624,56624,0.167453304,1
2321,Rhode Island,4306,3954,4266,3778,24457,22593,40,176,3778,3778,0.167219935,1
1208,Maryland\Wicomico,6955,9379,0,0,51748,56094,0,0,9379,9379,0.167201483,0
131,Arkansas\Little River,2727,10014,0,0,50912,59895,0,0,10014,10014,0.167192587,0
1119,Louisiana\Concordia,10658,28534,9788,0,157727,171253,870,0,28534,28534,0.166618979,0
2951,Washington\Island,1839,1586,1483,1229,8557,7422,356,357,1229,1229,0.16558879,1
2365,South Carolina\Orangeburg,23570,25374,22944,25242,157163,152908,626,132,25242,25242,0.165079656,1
2558,Texas\Brazos,9027,7291,7077,6911,62739,41904,1950,380,6911,6911,0.16492459,1
276,Colorado\Prowers,103205,79896,97905,78825,552476,480487,5300,1071,78825,78825,0.164052305,1
924,Kansas\Kearny,66634,70877,62434,69428,359017,423551,4200,1449,69428,69428,0.163918867,1
479,Georgia\Oconee,964,2079,778,0,13612,12685,186,0,2079,2079,0.163894363,0
1651,Montana\Yellowstone,77094,73161,65398,57542,344045,351118,11696,15619,57542,57542,0.163882228,1
1449,Mississippi\Noxubee,4874,17304,0,0,98542,105867,0,0,17304,17304,0.163450367,0
2581,Texas\Collingsworth,29688,27336,28406,26761,193475,164062,1282,575,26761,26761,0.163115164,1
1597,Montana\Big Horn,59681,46292,53931,43670,383588,268114,5750,2622,43670,43670,0.162878477,1
1887,New York\Ulster,4707,4238,4553,4238,31683,26139,154,0,4238,4238,0.162133211,1
277,Colorado\Pueblo,24606,18564,21044,14322,73537,88503,3562,4242,14322,14322,0.161825023,1
355,Florida\Pinellas,189,120,117,93,0,577,72,27,93,93,0.16117851,1
966,Kansas\Shawnee,18548,18954,0,0,125104,117689,0,0,18954,18954,0.161051585,0
977,Kansas\Wallace,43557,57963,0,56871,287916,353295,0,1092,56871,56871,0.160973124,1
2437,South Dakota\Union,39859,41433,39750,0,251355,259279,109,0,41433,41433,0.159800832,0
1144,Louisiana\Rapides,9672,21059,9281,21032,103109,132124,391,27,21032,21032,0.159183797,1
917,Kansas\Harvey,35757,47248,0,47238,273686,297248,0,10,47238,47238,0.158917806,1
2716,Texas\Ochiltree,66118,48247,0,48247,355445,304564,0,0,48247,48247,0.158413338,1
2337,South Carolina\Charleston,1304,1577,731,1384,11292,8812,573,193,1384,1384,0.157058557,1
974,Kansas\Thomas,86117,90042,85145,0,561336,576545,972,0,90042,90042,0.156175147,0
2972,Washington\Walla Walla,92438,91108,87162,88077,567192,565792,5276,3031,88077,88077,0.155670282,1
679,Illinois\Whiteside,57004,57389,57004,57369,376447,369972,0,20,57369,57369,0.155063086,1
2218,Oregon\Benton,23274,11271,21683,10536,79224,68197,1591,735,10536,10536,0.154493599,1
2954,Washington\Kitsap,926,495,562,389,3674,2527,364,106,389,389,0.153937475,1
187,California\Marin,1614,3732,1094,2217,11973,14409,520,1515,2217,2217,0.153862169,1
2560,Texas\Briscoe,31651,22824,27923,21383,166686,139594,3728,1441,21383,21383,0.153179936,1
611,Illinois\Gallatin,20616,25907,20616,25907,171632,170317,0,0,25907,25907,0.152110476,1
906,Kansas\Ford,81860,82013,80294,81962,491108,541737,1566,51,81962,81962,0.151294816,1
1686,Nebraska\Gage,59275,63795,58652,0,413217,421998,623,0,63795,63795,0.151173702,0
942,Kansas\Morton,47006,59466,0,58713,366103,389331,0,753,58713,58713,0.150804842,1
2937,Washington\Adams,124515,127046,120873,122892,825863,815010,3642,4154,122892,122892,0.15078588,1
1219,Massachusetts\Middlesex,1488,1655,1439,1604,15353,10684,49,51,1604,1604,0.150131037,1
2368,South Carolina\Saluda,4160,4432,4026,0,35031,29577,134,0,4432,4432,0.149846164,0
469,Georgia\Marion,3389,2085,0,1955,14619,13206,0,130,1955,1955,0.14803877,1
2900,Virginia\Northampton,9286,6336,9273,6336,58230,42807,13,0,6336,6336,0.148013175,1
1788,New Jersey\Monmouth,5976,3745,5812,3693,28008,25132,164,52,3693,3693,0.146944135,1
2573,Texas\Chambers,11508,15184,10037,13633,115588,92779,1471,1551,13633,13633,0.146940579,1
2702,Texas\Midland,8287,10748,6977,9145,90046,62399,1310,1603,9145,9145,0.146556836,1
2167,Oklahoma\Harmon,17805,25244,16950,24466,152249,167083,855,778,24466,24466,0.146430217,1
2582,Texas\Colorado,31545,20102,28132,19844,168984,136225,3413,258,19844,19844,0.145670765,1
1736,Nebraska\Stanton,31201,28398,30855,28395,177938,195055,346,3,28395,28395,0.145574325,1
456,Georgia\Lamar,1282,1747,0,0,13065,12021,0,0,1747,1747,0.145329008,0
374,Georgia\Bacon,5996,4395,5792,0,29928,30339,204,0,4395,4395,0.144863048,0
1139,Louisiana\Natchitoches,6145,10486,0,10186,98031,70330,0,300,10186,10186,0.144831509,1
1210,Massachusetts,23133,23433,22662,23119,187406,160789,471,314,23119,23119,0.143784712,1
3049,Wisconsin\Dunn,29335,36300,0,36300,250764,252539,0,0,36300,36300,0.143740175,1
2679,Texas\La Salle,8822,7018,0,6329,76270,44049,0,689,6329,6329,0.143680901,1
366,Florida\Union,1036,1046,1024,0,7239,7286,12,0,1046,1046,0.143562998,0
1236,Michigan\Berrien,18371,18098,18256,18081,138582,126096,115,17,18081,18081,0.14339075,1
2537,Texas,5010416,4489163,4621445,4174843,33667177,29147537,388971,314320,4174843,4174843,0.143231416,1
2546,Texas\Bailey,69655,48543,57428,44057,326039,307684,12227,4486,44057,44057,0.143189116,1
1320,Minnesota\Cass,7551,8753,7551,8753,72221,61267,0,0,8753,8753,0.14286647,1
1906,North Carolina\Burke,2077,1847,2056,0,14378,12934,21,0,1847,1847,0.142801917,0
344,Florida\Marion,9666,13214,7510,9925,59934,69750,2156,3289,9925,9925,0.142293907,1
363,Florida\Sumter,2013,3093,0,2949,29398,20734,0,144,2949,2949,0.142230153,1
256,Colorado\Jefferson,4205,2258,1572,1437,15217,10117,2633,821,1437,1437,0.142038154,1
507,Georgia\Thomas,12479,11549,12422,0,93988,81625,57,0,11549,11549,0.141488515,0
2946,Washington\Ferry,3355,2823,2957,2739,14842,19413,398,84,2739,2739,0.141091021,1
590,Illinois\Cass,21213,21260,0,0,143608,151066,0,0,21260,21260,0.140733189,0
1668,Nebraska\Cherry,44734,50879,43230,49659,414749,358507,1504,1220,49659,49659,0.138516124,1
2957,Washington\Lewis,7292,8235,5491,7387,54408,54331,1801,848,7387,7387,0.135962894,1
2790,Texas\Zapata,1980,1769,1916,0,45764,13024,64,0,1769,1769,0.135826167,0
1115,Louisiana\Caldwell,4012,4117,0,3915,28697,28828,0,202,3915,3915,0.135805467,1
1213,Massachusetts\Bristol,1872,1612,1831,1609,15236,11879,41,3,1609,1609,0.135449112,1
709,Indiana\Fulton,19550,22928,0,0,165897,169438,0,0,22928,22928,0.135317933,0
1663,Nebraska\Burt,42938,37576,42685,37479,246588,278477,253,97,37479,37479,0.134585621,1
329,Florida\Hernando,1488,2669,1266,2078,16486,15457,222,591,2078,2078,0.134437472,1
2627,Texas\Gray,23915,21638,22594,0,180564,161161,1321,0,21638,21638,0.134263252,0
3129,United States,56599305,55822231,51537104,52092384,406424909,389690414,5062201,3729847,52092384,52092384,0.133676329,1
952,Kansas\Pottawatomie,20164,21875,20164,21875,164920,164940,0,0,21875,21875,0.132623984,1
247,Colorado\El Paso,15915,7859,9237,7116,88668,53656,6678,743,7116,7116,0.132622633,1
286,Colorado\Teller,1405,444,1182,0,8846,3366,223,0,444,444,0.131907308,0
1639,Montana\Rosebud,34623,35894,30907,31354,238852,238933,3716,4540,31354,31354,0.131225071,1
1295,Michigan\Ottawa,15207,18090,15131,18040,130023,138148,76,50,18040,18040,0.13058459,1
262,Colorado\Las Animas,35066,11313,16954,9161,109509,71061,18112,2152,9161,9161,0.128917409,1
1153,Louisiana\St. Landry,33557,29779,31778,28824,220294,223939,1779,955,28824,28824,0.128713623,1
2241,Oregon\Morrow,89897,65637,78252,62437,484982,486433,11645,3200,62437,62437,0.128356834,1
2734,Texas\Roberts,8452,6297,0,0,61441,49269,0,0,6297,6297,0.127808561,0
392,Georgia\Candler,3721,3017,3568,2989,36838,23398,153,28,2989,2989,0.127745961,1
1956,North Carolina\Montgomery,989,1240,983,0,11649,9733,6,0,1240,1240,0.127401623,0
671,Illinois\Tazewell,31405,38492,31342,38492,306393,304039,63,0,38492,38492,0.126602179,1
891,Kansas\Clay,18337,29219,0,0,216556,230795,0,0,29219,29219,0.126601529,0
1729,Nebraska\Sarpy,11844,10385,0,0,86719,82246,0,0,10385,10385,0.126267539,0
1228,Michigan\Allegan,21286,28149,21148,28125,226541,223343,138,24,28125,28125,0.125927385,1
62,Alabama\Tallapoosa,0,1134,0,1060,13121,8438,10,74,1060,1060,0.125622185,1
2370,South Carolina\Sumter,9486,8863,0,8687,88781,69467,0,176,8687,8687,0.125052183,1
258,Colorado\Kit Carson,118020,110235,115836,108476,885783,872343,2184,1759,108476,108476,0.12435017,1
1799,New Mexico\Catron,3063,5432,423,379,5064,3051,2640,5053,379,379,0.124221567,1
1803,New Mexico\Curry,72924,62175,69048,58996,411511,479041,3876,3179,58996,58996,0.123154386,1
113,Arkansas\Faulkner,4261,6790,0,6707,71453,54535,0,83,6707,6707,0.122985239,1
2595,Texas\Dawson,77686,61154,76429,59094,462370,481207,1257,2060,59094,59094,0.1228037,1
2352,South Carolina\Hampton,2812,6332,0,6332,50192,51671,0,0,6332,6332,0.122544561,1
2584,Texas\Comanche,12627,18101,11704,16396,170318,133827,923,1705,16396,16396,0.122516383,1
1820,New Mexico\Roosevelt,70206,46082,60693,35344,403330,290281,9513,10738,35344,35344,0.121757883,1
1203,Maryland\Queen Anne's,12903,15805,12903,0,120336,129940,0,0,15805,15805,0.121633061,0
2774,Texas\Waller,9904,10067,9317,9655,103518,79906,587,412,9655,9655,0.120829475,1
1675,Nebraska\Dawes,17572,21390,16688,20763,202946,172727,884,627,20763,20763,0.120207032,1
61,Alabama\Talladega,3209,4771,0,4740,48612,39713,0,31,4740,4740,0.119356382,1
1265,Michigan\Kalkaska,1251,1605,0,1525,13710,12859,0,80,1525,1525,0.118593981,1
148,Arkansas\Pope,4048,6218,3812,6076,65829,51283,236,142,6076,6076,0.118479808,1
1861,New York\Nassau,174,83,142,34,268,289,32,49,34,34,0.117647059,1
2238,Oregon\Linn,32222,28687,27308,26675,257345,227547,4914,2012,26675,26675,0.117228529,1
2942,Washington\Clark,4413,3721,3631,3387,34296,28986,782,334,3387,3387,0.116849514,1
889,Kansas\Cheyenne,43730,39543,0,39083,346766,336712,0,460,39083,39083,0.116072489,1
57,Alabama\Russell,2560,3408,2452,0,24328,29426,108,0,3408,3408,0.115815945,0
2633,Texas\Hall,27910,27774,26750,21546,219015,186270,1160,6228,21546,21546,0.1156708,1
319,Florida\Escambia,2552,4628,2459,0,52296,40133,93,0,4628,4628,0.115316572,0
1289,Michigan\Oceana,6947,10427,6832,10293,83337,89357,115,134,10293,10293,0.115189633,1
726,Indiana\Knox,30206,34909,30206,0,308052,303955,0,0,34909,34909,0.114849238,0
454,Georgia\Johnson,1614,1728,0,1728,21167,15054,0,0,1728,1728,0.114786768,1
1154,Louisiana\St. Martin,8411,6673,7281,0,58553,58229,1130,0,6673,6673,0.114599255,0
2333,South Carolina\Barnwell,3871,4352,0,4300,46790,37528,0,52,4300,4300,0.114581113,1
964,Kansas\Sedgwick,37514,45424,37439,45356,405081,395977,75,68,45356,45356,0.114542006,1
1524,Missouri\Holt,22970,19034,22970,19034,199420,166501,0,0,19034,19034,0.114317632,1
242,Colorado\Denver,0,5,85,5,207,44,0,0,5,5,0.113636364,1
1472,Mississippi\Warren,3929,4927,0,0,42050,43798,0,0,4927,4927,0.112493721,0
1637,Montana\Richland,55955,62730,54672,62220,568304,556505,1283,510,62220,62220,0.111804925,1
34,Alabama\Henry,4995,8142,0,0,79687,72889,0,0,8142,8142,0.111704098,0
1823,New Mexico\San Miguel,8712,4616,4040,2502,61382,22430,4672,2114,2502,2502,0.111547035,1
1632,Montana\Pondera,74463,65774,67557,63017,617864,568180,6906,2757,63017,63017,0.110910275,1
2325,Rhode Island\Providence,807,580,782,537,5823,4869,25,43,537,537,0.110289587,1
2784,Texas\Wilson,13462,12437,8945,11387,153867,103263,4517,1050,11387,11387,0.11027183,1
2605,Texas\Ector,1109,771,744,401,6993,3645,365,370,401,401,0.110013717,1
2675,Texas\Knox,21929,21583,20968,20634,212746,189671,961,949,20634,20634,0.108788376,1
494,Georgia\Schley,1330,769,1330,0,9645,7117,0,0,769,769,0.108051145,0
1370,Minnesota\Pope,38127,28870,37870,28807,285223,267478,257,63,28807,28807,0.107698577,1
1701,Nebraska\Johnson,11281,14298,0,0,113982,132877,0,0,14298,14298,0.107603272,0
2557,Texas\Brazoria,11980,20439,11593,18919,186201,175913,387,1520,18919,18919,0.107547481,1
2210,Oklahoma\Tulsa,3901,4665,3429,4590,59478,42733,472,75,4590,4590,0.107411134,1
2779,Texas\Wheeler,14065,11189,9838,10622,151108,99647,4227,567,10622,10622,0.106596285,1
1678,Nebraska\Dixon,21583,23966,21464,23966,188725,226275,119,0,23966,23966,0.105915368,1
1109,Louisiana\Avoyelles,20215,21717,19384,21533,203144,203474,831,184,21533,21533,0.105826789,1
1407,Mississippi\Choctaw,394,953,0,0,18326,9017,0,0,953,953,0.105689254,0
2782,Texas\Willacy,18516,21139,17287,20253,196362,192106,1229,886,20253,20253,0.105426171,1
1915,North Carolina\Chowan,6156,4970,6138,0,53325,47527,18,0,4970,4970,0.104572138,0
1282,Michigan\Missaukee,4573,7477,0,0,62872,71687,0,0,7477,7477,0.10430064,0
239,Colorado\Crowley,9849,5857,7552,4721,62368,45323,2297,1136,4721,4721,0.104163449,1
384,Georgia\Brantley,351,774,351,0,10816,7458,0,0,774,774,0.103781175,0
1940,North Carolina\Hertford,6018,5553,0,5553,52519,53657,0,0,5553,5553,0.103490691,1
934,Kansas\McPherson,33428,42266,32523,42266,421770,409127,905,0,42266,42266,0.103307775,1
2626,Texas\Gonzales,5275,7817,2965,7087,99016,68954,2310,730,7087,7087,0.102778664,1
925,Kansas\Kingman,21893,33668,0,33668,331995,329320,0,0,33668,33668,0.102234908,1
3071,Wisconsin\Marquette,6474,8548,0,0,90299,84161,0,0,8548,8548,0.101567234,0
372,Georgia\Appling,9092,7498,8942,7498,61642,73838,150,0,7498,7498,0.101546629,1
26,Alabama\Elmore,2010,3066,1981,0,43406,30244,29,0,3066,3066,0.101375479,0
267,Colorado\Moffat,28472,23524,17562,12112,135148,119583,10910,11412,12112,12112,0.1012853,1
1696,Nebraska\Hitchcock,18998,21491,18430,20969,192582,207355,568,522,20969,20969,0.101126088,1
2146,Oklahoma\Caddo,33152,30256,30210,27771,328912,276118,2942,2485,27771,27771,0.100576565,1
877,Kansas,2762748,2881292,2728874,2858575,28216064,28503265,33874,22717,2858575,2858575,0.100289388,1
233,Colorado\Broomfield,959,1101,0,0,4944,11053,0,0,1101,1101,0.099610965,0
1297,Michigan\Roscommon,0,269,0,0,2265,2703,0,0,269,269,0.099519053,0
2622,Texas\Garza,17108,8112,17019,0,99820,82091,89,0,8112,8112,0.098817166,0
1230,Michigan\Antrim,1642,3353,1497,0,37812,33944,145,0,3353,3353,0.098780344,0
1789,New Jersey\Morris,855,726,820,711,9280,7215,35,15,711,711,0.098544699,1
963,Kansas\Scott,41554,36485,0,35768,326539,363433,0,717,35768,35768,0.09841704,1
955,Kansas\Reno,42332,58374,41788,58160,547832,591675,544,214,58160,58160,0.098297207,1
1669,Nebraska\Cheyenne,51318,48677,49554,48366,556005,499252,1764,311,48366,48366,0.096876928,1
532,Hawaii\Hawaii,8097,6966,6559,0,81837,72028,1538,0,6966,6966,0.09671239,0
2604,Texas\Eastland,5141,8930,5012,8806,118420,91499,129,124,8806,8806,0.096241489,1
583,Illinois\Alexander,0,4977,0,0,36711,51809,0,0,4977,4977,0.09606439,0
2956,Washington\Klickitat,21349,21748,15573,18413,191395,192258,5776,3335,18413,18413,0.095772348,1
2638,Texas\Harris,7037,5945,6097,5732,91438,59879,940,213,5732,5732,0.095726382,1
2397,South Dakota\Fall River,8065,7480,3528,6098,97105,63815,4537,1382,6098,6098,0.095557471,1
43,Alabama\Lowndes,3131,3788,3084,3780,42195,40040,47,8,3780,3780,0.094405594,1
1365,Minnesota\Otter Tail,56012,58975,55766,58824,597787,623346,246,151,58824,58824,0.094368136,1
2732,Texas\Reeves,8029,10624,7230,9225,136698,98194,799,1399,9225,9225,0.093946677,1
750,Indiana\Pulaski,19978,18454,19978,0,213257,197116,0,0,18454,18454,0.09362,0
919,Kansas\Hodgeman,29432,30702,28432,30702,334328,328079,1000,0,30702,30702,0.093581119,1
335,Florida\Jefferson,2148,2388,1852,2296,33951,24608,296,92,2296,2296,0.093302991,1
2600,Texas\Dickens,4564,13412,3806,11939,143289,128339,758,1473,11939,11939,0.093027061,1
2592,Texas\Culberson,32781,5995,0,0,47213,64492,0,0,5995,5995,0.092957266,0
882,Kansas\Barton,40488,39154,0,0,406192,421276,0,0,39154,39154,0.092941445,0
2566,Texas\Calhoun,3569,5795,3065,5625,88885,60536,504,170,5625,5625,0.092919915,1
35,Alabama\Houston,13368,9138,13260,9035,114896,97381,108,103,9035,9035,0.092779906,1
44,Alabama\Macon,2562,1850,0,0,34834,20117,0,0,1850,1850,0.091962022,0
748,Indiana\Porter,8857,10038,0,0,106059,109400,0,0,10038,10038,0.091755027,0
243,Colorado\Dolores,9377,7400,8585,6702,82075,73085,792,698,6702,6702,0.091701444,1
295,Connecticut\New Haven,1548,1288,1513,1288,13778,14087,35,0,1288,1288,0.091431817,1
2414,South Dakota\Lawrence,3775,2714,3665,0,30531,29718,110,0,2714,2714,0.091325123,0
741,Indiana\Noble,8373,13713,8373,13706,130149,150121,0,7,13706,13706,0.091299685,1
2151,Oklahoma\Cimarron,45513,39430,40017,38952,413419,426854,5496,478,38952,38952,0.091253684,1
3089,Wisconsin\Sauk,15583,19745,0,19127,209605,209776,0,618,19127,19127,0.091178209,1
1216,Massachusetts\Franklin,1743,2050,1623,0,24429,22499,120,0,2050,2050,0.091115161,0
434,Georgia\Glynn,136,28,11,0,427,308,125,0,28,28,0.090909091,0
1973,North Carolina\Rockingham,3803,3372,3782,3369,44224,37178,21,3,3369,3369,0.090618107,1
107,Arkansas\Crawford,2134,4472,2084,4392,51707,48569,50,80,4392,4392,0.090428051,1
1287,Michigan\Newaygo,10340,7538,10303,7530,89457,83384,37,8,7530,7530,0.090305095,1
42,Alabama\Limestone,7398,13128,7380,0,149962,146063,18,0,13128,13128,0.089879025,0
2249,Oregon\Wasco,27733,50643,20555,18798,180603,210020,7178,31845,18798,18798,0.089505761,1
1382,Minnesota\Stearns,41487,52041,41096,51662,527643,582796,391,379,51662,51662,0.088645083,1
55,Alabama\Pike,2414,3196,2202,3109,52990,35215,212,87,3109,3109,0.088286242,1
687,Indiana\Bartholomew,10208,13512,0,13512,148255,153445,0,0,13512,13512,0.08805761,1
2641,Texas\Haskell,35058,27500,32847,26266,290949,298475,2211,1234,26266,26266,0.08800067,1
1132,Louisiana\Lafayette,3102,3166,2699,3057,49604,34782,403,109,3057,3057,0.087890288,1
2464,Tennessee\Dyer,10563,16534,0,16534,218854,188343,0,0,16534,16534,0.087786645,1
2387,South Dakota\Clay,12470,20823,12424,0,237334,237577,46,0,20823,20823,0.087647373,0
1145,Louisiana\Red River,591,2995,591,2995,37290,34276,0,0,2995,2995,0.087378924,1
1705,Nebraska\Kimball,33283,34353,31924,33578,346020,384828,1359,775,33578,33578,0.087254566,1
1595,Montana,2013167,1903019,1558122,1482359,18241710,17022177,455045,420660,1482359,1482359,0.087083985,1
2341,South Carolina\Clarendon,2761,8533,2676,0,104509,98089,85,0,8533,8533,0.086992425,0
