"Chill_season" "Year" "Month" "Day" "Daily_portions" "Cume_portions"
"chill_2005-2006" 2006 5 25 0 72.4045489839797
"chill_2005-2006" 2006 5 26 0 72.4045489839797
"chill_2005-2006" 2006 5 27 0 72.4045489839797
"chill_2005-2006" 2006 5 28 0 72.4045489839797
"chill_2005-2006" 2006 5 29 0 72.4045489839797
"chill_2005-2006" 2006 5 30 0 72.4045489839797
"chill_2005-2006" 2006 5 31 0 72.4045489839797
"chill_2005-2006" 2006 6 1 0 72.4045489839797
"chill_2005-2006" 2006 6 2 0 72.4045489839797
"chill_2005-2006" 2006 6 3 0 72.4045489839797
"chill_2005-2006" 2006 6 4 0 72.4045489839797
"chill_2005-2006" 2006 6 5 0 72.4045489839797
"chill_2005-2006" 2006 6 6 0 72.4045489839797
"chill_2005-2006" 2006 6 7 0 72.4045489839797
"chill_2005-2006" 2006 6 8 0 72.4045489839797
"chill_2005-2006" 2006 6 9 0 72.4045489839797
"chill_2005-2006" 2006 6 10 0 72.4045489839797
"chill_2005-2006" 2006 6 11 0 72.4045489839797
"chill_2005-2006" 2006 6 12 0 72.4045489839797
"chill_2005-2006" 2006 6 13 0 72.4045489839797
"chill_2005-2006" 2006 6 14 0 72.4045489839797
"chill_2005-2006" 2006 6 15 0 72.4045489839797
"chill_2005-2006" 2006 6 16 0 72.4045489839797
"chill_2005-2006" 2006 6 17 0 72.4045489839797
"chill_2005-2006" 2006 6 18 0 72.4045489839797
"chill_2005-2006" 2006 6 19 0 72.4045489839797
"chill_2005-2006" 2006 6 20 0 72.4045489839797
"chill_2005-2006" 2006 6 21 0 72.4045489839797
"chill_2005-2006" 2006 6 22 0 72.4045489839797
"chill_2005-2006" 2006 6 23 0 72.4045489839797
"chill_2005-2006" 2006 6 24 0 72.4045489839797
"chill_2005-2006" 2006 6 25 0 72.4045489839797
"chill_2005-2006" 2006 6 26 0 72.4045489839797
"chill_2005-2006" 2006 6 27 0 72.4045489839797
"chill_2005-2006" 2006 6 28 0 72.4045489839797
"chill_2005-2006" 2006 6 29 0 72.4045489839797
"chill_2005-2006" 2006 6 30 0 72.4045489839797
"chill_2005-2006" 2006 7 1 0 72.4045489839797
"chill_2005-2006" 2006 7 2 0 72.4045489839797
"chill_2005-2006" 2006 7 3 0 72.4045489839797
"chill_2005-2006" 2006 7 4 0 72.4045489839797
"chill_2005-2006" 2006 7 5 0 72.4045489839797
"chill_2005-2006" 2006 7 6 0 72.4045489839797
"chill_2005-2006" 2006 7 7 0 72.4045489839797
"chill_2005-2006" 2006 7 8 0 72.4045489839797
"chill_2005-2006" 2006 7 9 0 72.4045489839797
"chill_2005-2006" 2006 7 10 0 72.4045489839797
"chill_2005-2006" 2006 7 11 0 72.4045489839797
"chill_2005-2006" 2006 7 12 0 72.4045489839797
"chill_2005-2006" 2006 7 13 0 72.4045489839797
"chill_2005-2006" 2006 7 14 0 72.4045489839797
"chill_2005-2006" 2006 7 15 0 72.4045489839797
"chill_2005-2006" 2006 7 16 0 72.4045489839797
"chill_2005-2006" 2006 7 17 0 72.4045489839797
"chill_2005-2006" 2006 7 18 0 72.4045489839797
"chill_2005-2006" 2006 7 19 0 72.4045489839797
"chill_2005-2006" 2006 7 20 0 72.4045489839797
"chill_2005-2006" 2006 7 21 0 72.4045489839797
"chill_2005-2006" 2006 7 22 0 72.4045489839797
"chill_2005-2006" 2006 7 23 0 72.4045489839797
"chill_2005-2006" 2006 7 24 0 72.4045489839797
"chill_2005-2006" 2006 7 25 0 72.4045489839797
"chill_2005-2006" 2006 7 26 0 72.4045489839797
"chill_2005-2006" 2006 7 27 0 72.4045489839797
"chill_2005-2006" 2006 7 28 0 72.4045489839797
"chill_2005-2006" 2006 7 29 0 72.4045489839797
"chill_2005-2006" 2006 7 30 0 72.4045489839797
"chill_2005-2006" 2006 7 31 0 72.4045489839797
"chill_2005-2006" 2006 8 1 0 72.4045489839797
"chill_2005-2006" 2006 8 2 0 72.4045489839797
"chill_2005-2006" 2006 8 3 0 72.4045489839797
"chill_2005-2006" 2006 8 4 0 72.4045489839797
"chill_2005-2006" 2006 8 5 0 72.4045489839797
"chill_2005-2006" 2006 8 6 0 72.4045489839797
"chill_2005-2006" 2006 8 7 0 72.4045489839797
"chill_2005-2006" 2006 8 8 0 72.4045489839797
"chill_2005-2006" 2006 8 9 0 72.4045489839797
"chill_2005-2006" 2006 8 10 0 72.4045489839797
"chill_2005-2006" 2006 8 11 0 72.4045489839797
"chill_2005-2006" 2006 8 12 0 72.4045489839797
"chill_2005-2006" 2006 8 13 0 72.4045489839797
"chill_2005-2006" 2006 8 14 0 72.4045489839797
"chill_2005-2006" 2006 8 15 0 72.4045489839797
"chill_2005-2006" 2006 8 16 0 72.4045489839797
"chill_2005-2006" 2006 8 17 0 72.4045489839797
"chill_2005-2006" 2006 8 18 0 72.4045489839797
"chill_2005-2006" 2006 8 19 0 72.4045489839797
"chill_2005-2006" 2006 8 20 0 72.4045489839797
"chill_2005-2006" 2006 8 21 0 72.4045489839797
"chill_2005-2006" 2006 8 22 0 72.4045489839797
"chill_2005-2006" 2006 8 23 0 72.4045489839797
"chill_2005-2006" 2006 8 24 0 72.4045489839797
"chill_2005-2006" 2006 8 25 0 72.4045489839797
"chill_2005-2006" 2006 8 26 0 72.4045489839797
"chill_2005-2006" 2006 8 27 0 72.4045489839797
"chill_2005-2006" 2006 8 28 0 72.4045489839797
"chill_2005-2006" 2006 8 29 0 72.4045489839797
"chill_2005-2006" 2006 8 30 0 72.4045489839797
"chill_2005-2006" 2006 8 31 0 72.4045489839797
"chill_2006-2007" 2006 9 1 0 0
"chill_2006-2007" 2006 9 2 0 0
"chill_2006-2007" 2006 9 3 0 0
"chill_2006-2007" 2006 9 4 0 0
"chill_2006-2007" 2006 9 5 0 0
"chill_2006-2007" 2006 9 6 0 0
"chill_2006-2007" 2006 9 7 0 0
"chill_2006-2007" 2006 9 8 0 0
"chill_2006-2007" 2006 9 9 0 0
"chill_2006-2007" 2006 9 10 0 0
"chill_2006-2007" 2006 9 11 0 0
"chill_2006-2007" 2006 9 12 0 0
"chill_2006-2007" 2006 9 13 0 0
"chill_2006-2007" 2006 9 14 0 0
"chill_2006-2007" 2006 9 15 0 0
"chill_2006-2007" 2006 9 16 0 0
"chill_2006-2007" 2006 9 17 0 0
"chill_2006-2007" 2006 9 18 0 0
"chill_2006-2007" 2006 9 19 0 0
"chill_2006-2007" 2006 9 20 0 0
"chill_2006-2007" 2006 9 21 0 0
"chill_2006-2007" 2006 9 22 0 0
"chill_2006-2007" 2006 9 23 0 0
"chill_2006-2007" 2006 9 24 0 0
"chill_2006-2007" 2006 9 25 0 0
"chill_2006-2007" 2006 9 26 0 0
"chill_2006-2007" 2006 9 27 0 0
"chill_2006-2007" 2006 9 28 0 0
"chill_2006-2007" 2006 9 29 0 0
"chill_2006-2007" 2006 9 30 0 0
"chill_2006-2007" 2006 10 1 0 0
"chill_2006-2007" 2006 10 2 0 0
"chill_2006-2007" 2006 10 3 0 0
"chill_2006-2007" 2006 10 4 0 0
"chill_2006-2007" 2006 10 5 1.00416363430057 1.00416363430057
"chill_2006-2007" 2006 10 6 1.09947362765681 2.10363726195738
"chill_2006-2007" 2006 10 7 0 2.10363726195738
"chill_2006-2007" 2006 10 8 0.353304608102936 2.45694187006031
"chill_2006-2007" 2006 10 9 0 2.45694187006031
"chill_2006-2007" 2006 10 10 0 2.45694187006031
"chill_2006-2007" 2006 10 11 1.00559776795082 3.46253963801114
"chill_2006-2007" 2006 10 12 0 3.46253963801114
"chill_2006-2007" 2006 10 13 0.959157410350234 4.42169704836137
"chill_2006-2007" 2006 10 14 0 4.42169704836137
"chill_2006-2007" 2006 10 15 0 4.42169704836137
"chill_2006-2007" 2006 10 16 0 4.42169704836137
"chill_2006-2007" 2006 10 17 0 4.42169704836137
"chill_2006-2007" 2006 10 18 0.996944921748855 5.41864197011023
"chill_2006-2007" 2006 10 19 0 5.41864197011023
"chill_2006-2007" 2006 10 20 0 5.41864197011023
"chill_2006-2007" 2006 10 21 0.814242081521514 6.23288405163174
"chill_2006-2007" 2006 10 22 0 6.23288405163174
"chill_2006-2007" 2006 10 23 0.946020230889815 7.17890428252155
"chill_2006-2007" 2006 10 24 0.486618476263973 7.66552275878553
"chill_2006-2007" 2006 10 25 0.960133970661799 8.62565672944733
"chill_2006-2007" 2006 10 26 1.11128652483518 9.73694325428251
"chill_2006-2007" 2006 10 27 1.00884609028803 10.7457893445705
"chill_2006-2007" 2006 10 28 0.542452480174095 11.2882418247446
"chill_2006-2007" 2006 10 29 1.01137620643075 12.2996180311754
"chill_2006-2007" 2006 10 30 0.0285665619299811 12.3281845931054
"chill_2006-2007" 2006 10 31 0.625426351985381 12.9536109450907
"chill_2006-2007" 2006 11 1 0.742349730288782 13.6959606753795
"chill_2006-2007" 2006 11 2 0.68939801550037 14.3853586908799
"chill_2006-2007" 2006 11 3 0.695886692892117 15.081245383772
"chill_2006-2007" 2006 11 4 1.35941778423728 16.4406631680093
"chill_2006-2007" 2006 11 5 0.0526792848451051 16.4933424528544
"chill_2006-2007" 2006 11 6 0.822661404480463 17.3160038573349
"chill_2006-2007" 2006 11 7 0.762747371482585 18.0787512288174
"chill_2006-2007" 2006 11 8 0.277200574787335 18.3559518036048
"chill_2006-2007" 2006 11 9 0.833592495138619 19.1895442987434
"chill_2006-2007" 2006 11 10 0.807868934025646 19.997413232769
"chill_2006-2007" 2006 11 11 1.03997096622199 21.037384198991
"chill_2006-2007" 2006 11 12 0.97720636592599 22.014590564917
"chill_2006-2007" 2006 11 13 0.0747826239052191 22.0893731888223
"chill_2006-2007" 2006 11 14 0.654206053989801 22.7435792428121
"chill_2006-2007" 2006 11 15 0.56884455407406 23.3124237968861
"chill_2006-2007" 2006 11 16 0.457157348340052 23.7695811452262
"chill_2006-2007" 2006 11 17 0.00189686139796242 23.7714780066241
"chill_2006-2007" 2006 11 18 0.0130608604376184 23.7845388670617
"chill_2006-2007" 2006 11 19 1.97704726145494 25.7615861285167
"chill_2006-2007" 2006 11 20 0.510099207629977 26.2716853361467
"chill_2006-2007" 2006 11 21 1.0412964712214 27.3129818073681
"chill_2006-2007" 2006 11 22 0.867187294292186 28.1801691016603
"chill_2006-2007" 2006 11 23 0.000932927918690744 28.1811020295789
"chill_2006-2007" 2006 11 24 0.258017937618 28.4391199671969
"chill_2006-2007" 2006 11 25 0.313830828420572 28.7529507956175
"chill_2006-2007" 2006 11 26 0.0389016533695815 28.7918524489871
"chill_2006-2007" 2006 11 27 0.00157298763675711 28.7934254366238
"chill_2006-2007" 2006 11 28 0.000267149955268568 28.7936925865791
"chill_2006-2007" 2006 11 29 1.41352524223409e-05 28.7937067218315
"chill_2006-2007" 2006 11 30 0.0141532461163927 28.8078599679479
"chill_2006-2007" 2006 12 1 2.06101743812157 30.8688774060695
"chill_2006-2007" 2006 12 2 1.50173004045621 32.3706074465257
"chill_2006-2007" 2006 12 3 0.429633072957058 32.8002405194828
"chill_2006-2007" 2006 12 4 0.2626160676213 33.0628565871041
"chill_2006-2007" 2006 12 5 0.127561854464523 33.1904184415686
"chill_2006-2007" 2006 12 6 0.196592237117841 33.3870106786864
"chill_2006-2007" 2006 12 7 0.320537813455636 33.7075484921421
"chill_2006-2007" 2006 12 8 0.642719287456778 34.3502677795989
"chill_2006-2007" 2006 12 9 0.732557991891174 35.08282577149
"chill_2006-2007" 2006 12 10 1.32708736409736 36.4099131355874
"chill_2006-2007" 2006 12 11 0.453882378714187 36.8637955143016
"chill_2006-2007" 2006 12 12 0.409836452048651 37.2736319663502
"chill_2006-2007" 2006 12 13 0.0226772032587474 37.296309169609
"chill_2006-2007" 2006 12 14 0.103812124828959 37.4001212944379
"chill_2006-2007" 2006 12 15 0.156552153769023 37.556673448207
"chill_2006-2007" 2006 12 16 0.23380612803564 37.7904795762426
"chill_2006-2007" 2006 12 17 0.0322217171876309 37.8227012934302
"chill_2006-2007" 2006 12 18 0.0395239143450643 37.8622252077753
"chill_2006-2007" 2006 12 19 1.23617969067846 39.0984048984537
"chill_2006-2007" 2006 12 20 0.15118701196596 39.2495919104197
"chill_2006-2007" 2006 12 21 0.0381255679408872 39.2877174783606
"chill_2006-2007" 2006 12 22 0.50773315081354 39.7954506291741
"chill_2006-2007" 2006 12 23 0.949245343204872 40.744695972379
"chill_2006-2007" 2006 12 24 0.447115007047317 41.1918109794263
"chill_2006-2007" 2006 12 25 0.00164279717198874 41.1934537765983
"chill_2006-2007" 2006 12 26 0.201425324434285 41.3948791010326
"chill_2006-2007" 2006 12 27 0.00481128155833883 41.3996903825909
"chill_2006-2007" 2006 12 28 4.78644318427269e-10 41.3996903830696
"chill_2006-2007" 2006 12 29 2.9952734170454e-05 41.3997203358037
"chill_2006-2007" 2006 12 30 0.00269679853554053 41.4024171343393
"chill_2006-2007" 2006 12 31 0.00283707782875376 41.405254212168
"chill_2006-2007" 2007 1 1 1.65611548764775 43.0613696998158
"chill_2006-2007" 2007 1 2 0.729804364262393 43.7911740640782
"chill_2006-2007" 2007 1 3 0.0210068394180747 43.8121809034963
"chill_2006-2007" 2007 1 4 1.79400306899967 45.6061839724959
"chill_2006-2007" 2007 1 5 0.755806729163566 46.3619907016595
"chill_2006-2007" 2007 1 6 0.757026900605039 47.1190176022645
"chill_2006-2007" 2007 1 7 0.391404995400793 47.5104225976653
"chill_2006-2007" 2007 1 8 0.00615377555944693 47.5165763732248
"chill_2006-2007" 2007 1 9 1.43769477584534 48.9542711490701
"chill_2006-2007" 2007 1 10 0.410727972447371 49.3649991215175
"chill_2006-2007" 2007 1 11 0.1621671039572 49.5271662254747
"chill_2006-2007" 2007 1 12 1.51818963403241 51.0453558595071
"chill_2006-2007" 2007 1 13 0.984945637625396 52.0303014971325
"chill_2006-2007" 2007 1 14 0.18707986342022 52.2173813605527
"chill_2006-2007" 2007 1 15 0.502955474001175 52.7203368345539
"chill_2006-2007" 2007 1 16 0.857786746373943 53.5781235809278
"chill_2006-2007" 2007 1 17 0.555235803485395 54.1333593844132
"chill_2006-2007" 2007 1 18 0.474348367177234 54.6077077515905
"chill_2006-2007" 2007 1 19 0.400461563800471 55.0081693153909
"chill_2006-2007" 2007 1 20 0.0201877616504504 55.0283570770414
"chill_2006-2007" 2007 1 21 0.0162963124631968 55.0446533895046
"chill_2006-2007" 2007 1 22 0.0886834063285046 55.1333367958331
"chill_2006-2007" 2007 1 23 0.143922780511491 55.2772595763446
"chill_2006-2007" 2007 1 24 0.156858556255262 55.4341181325998
"chill_2006-2007" 2007 1 25 0.0146821564741102 55.4488002890739
"chill_2006-2007" 2007 1 26 4.46221477800199e-05 55.4488449112217
"chill_2006-2007" 2007 1 27 0.0170274974825502 55.4658724087043
"chill_2006-2007" 2007 1 28 0.154628087658199 55.6205004963625
"chill_2006-2007" 2007 1 29 0.862401040546234 56.4829015369087
"chill_2006-2007" 2007 1 30 1.60235741431153 58.0852589512202
"chill_2006-2007" 2007 1 31 1.69344415063354 59.7787031018538
"chill_2006-2007" 2007 2 1 0.192379991047378 59.9710830929011
"chill_2006-2007" 2007 2 2 0.399880826256367 60.3709639191575
"chill_2006-2007" 2007 2 3 0.00282722283283134 60.3737911419903
"chill_2006-2007" 2007 2 4 9.53786017881975e-07 60.3737920957764
"chill_2006-2007" 2007 2 5 7.55750041193947e-08 60.3737921713514
"chill_2006-2007" 2007 2 6 0.0365689466512804 60.4103611180026
"chill_2006-2007" 2007 2 7 2.34069011208383 62.7510512300865
"chill_2006-2007" 2007 2 8 0.418966373019117 63.1700176031056
"chill_2006-2007" 2007 2 9 0.899164485328153 64.0691820884337
"chill_2006-2007" 2007 2 10 0.357664823096427 64.4268469115302
"chill_2006-2007" 2007 2 11 0.635607255640846 65.062454167171
"chill_2006-2007" 2007 2 12 0.57462835624555 65.6370825234166
"chill_2006-2007" 2007 2 13 0.647293399628748 66.2843759230453
"chill_2006-2007" 2007 2 14 0.405727951303472 66.6901038743488
"chill_2006-2007" 2007 2 15 0.0775744990103892 66.7676783733592
"chill_2006-2007" 2007 2 16 1.08354668975449 67.8512250631137
"chill_2006-2007" 2007 2 17 0.929103611104048 68.7803286742177
"chill_2006-2007" 2007 2 18 0.406124700432683 69.1864533746504
"chill_2006-2007" 2007 2 19 0.500284705481458 69.6867380801318
"chill_2006-2007" 2007 2 20 0.575722381307545 70.2624604614394
"chill_2006-2007" 2007 2 21 0.717549504960378 70.9800099663998
"chill_2006-2007" 2007 2 22 0.592015764059595 71.5720257304594
"chill_2006-2007" 2007 2 23 0.607230348155486 72.1792560786149
"chill_2006-2007" 2007 2 24 0.924700049505077 73.1039561281199
"chill_2006-2007" 2007 2 25 0.788316448872656 73.8922725769926
"chill_2006-2007" 2007 2 26 0.35508878309807 74.2473613600907
"chill_2006-2007" 2007 2 27 1.11509627487234 75.362457634963
"chill_2006-2007" 2007 2 28 0.908635887310655 76.2710935222737
"chill_2006-2007" 2007 3 1 0.112489597807251 76.3835831200809
"chill_2006-2007" 2007 3 2 0.584533086056704 76.9681162061376
"chill_2006-2007" 2007 3 3 1.03953001827531 78.0076462244129
"chill_2006-2007" 2007 3 4 0.411879054852859 78.4195252792658
"chill_2006-2007" 2007 3 5 0.509273918085823 78.9287991973516
"chill_2006-2007" 2007 3 6 1.39328633249202 80.3220855298436
"chill_2006-2007" 2007 3 7 0.0118376026905415 80.3339231325342
"chill_2006-2007" 2007 3 8 1.37797402804386 81.711897160578
"chill_2006-2007" 2007 3 9 0.143614603619852 81.8555117641979
"chill_2006-2007" 2007 3 10 1.35621020498595 83.2117219691838
"chill_2006-2007" 2007 3 11 0.255093736906818 83.4668157060906
"chill_2006-2007" 2007 3 12 1.12595809821476 84.5927738043054
"chill_2006-2007" 2007 3 13 0.985582976726319 85.5783567810317
"chill_2006-2007" 2007 3 14 0 85.5783567810317
"chill_2006-2007" 2007 3 15 1.29373537662735 86.8720921576591
"chill_2006-2007" 2007 3 16 0.870951636404086 87.7430437940632
"chill_2006-2007" 2007 3 17 0.625624661098119 88.3686684551613
"chill_2006-2007" 2007 3 18 0.452791861572803 88.8214603167341
"chill_2006-2007" 2007 3 19 1.00964497582551 89.8311052925596
"chill_2006-2007" 2007 3 20 0 89.8311052925596
"chill_2006-2007" 2007 3 21 0.861474380042748 90.6925796726023
"chill_2006-2007" 2007 3 22 1.24895294242382 91.9415326150262
"chill_2006-2007" 2007 3 23 0 91.9415326150262
"chill_2006-2007" 2007 3 24 1.10954599868066 93.0510786137068
